Mean Accuracy,Total Accuracy,Median Accuracy,Max Accuracy,KNN 3 Neighbors Accuracy,KNN 5 Neighbors Accuracy,Log Reg Accuracy
0.9557692307692308,0.9557692307692308,0.9557692307692308,0.9557692307692308,1.0,1.0,1.0
0.9548387096774194,0.9548387096774194,0.9548387096774194,0.9548387096774194,1.0,1.0,1.0
0.8,0.8,0.8,0.8,1.0,1.0,1.0
0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,1.0,1.0,1.0
0.9863636363636364,0.9863636363636364,0.9863636363636364,0.9863636363636364,1.0,1.0,1.0
0.990625,0.990625,0.990625,0.990625,1.0,1.0,1.0
0.8916666666666667,0.8916666666666667,0.8916666666666667,0.8916666666666667,1.0,1.0,1.0
0.9227272727272728,0.9227272727272728,0.9227272727272728,0.9227272727272728,1.0,1.0,1.0
0.96875,0.96875,0.96875,0.96875,1.0,1.0,1.0
0.9666666666666668,0.9666666666666668,0.9666666666666668,0.9666666666666668,1.0,1.0,1.0
0.9045454545454544,0.9045454545454544,0.9045454545454544,0.9045454545454544,1.0,1.0,1.0
0.934375,0.934375,0.934375,0.934375,1.0,1.0,1.0
0.9595238095238096,0.9595238095238096,0.9595238095238096,0.9595238095238096,1.0,1.0,1.0
0.9692307692307692,0.9692307692307692,0.9692307692307692,0.9692307692307692,1.0,1.0,1.0
0.915625,0.915625,0.915625,0.915625,1.0,1.0,1.0
0.9428571428571428,0.9428571428571428,0.9428571428571428,0.9428571428571428,1.0,1.0,1.0
0.9692307692307692,0.9692307692307692,0.9692307692307692,0.9692307692307692,1.0,1.0,1.0
0.9661290322580646,0.9661290322580646,0.9661290322580646,0.9661290322580646,1.0,1.0,1.0
0.85,0.85,0.85,0.85,0.95,0.95,0.95
0.9666666666666668,0.9666666666666668,0.9666666666666668,0.9666666666666668,1.0,1.0,1.0
0.9636363636363636,0.9636363636363636,0.9636363636363636,0.9636363636363636,1.0,1.0,1.0
0.9875,0.9875,0.9875,0.9875,0.996875,0.996875,0.996875
0.8416666666666667,0.8416666666666667,0.8416666666666667,0.8416666666666667,1.0,1.0,1.0
0.9454545454545454,0.9454545454545454,0.9454545454545454,0.9454545454545454,1.0,1.0,1.0
0.96875,0.96875,0.96875,0.96875,1.0,1.0,1.0
0.9809523809523808,0.9809523809523808,0.9809523809523808,0.9809523809523808,1.0,1.0,1.0
0.8909090909090909,0.8909090909090909,0.8909090909090909,0.8909090909090909,1.0,1.0,1.0
0.940625,0.940625,0.940625,0.940625,1.0,1.0,1.0
0.9666666666666668,0.9666666666666668,0.9666666666666668,0.9666666666666668,1.0,1.0,1.0
0.9653846153846154,0.9653846153846154,0.9653846153846154,0.9653846153846154,1.0,1.0,1.0
0.925,0.925,0.925,0.925,1.0,1.0,1.0
0.9452380952380952,0.9452380952380952,0.9452380952380952,0.9452380952380952,1.0,1.0,1.0
0.9596153846153846,0.9596153846153846,0.9596153846153846,0.9596153846153846,1.0,1.0,1.0
0.9548387096774194,0.9548387096774194,0.9548387096774194,0.9548387096774194,1.0,1.0,1.0
0.8,0.8,0.8,0.8,1.0,1.0,1.0
0.9666666666666668,0.9666666666666668,0.9666666666666668,0.9666666666666668,1.0,1.0,1.0
0.968181818181818,0.968181818181818,0.968181818181818,0.968181818181818,1.0,1.0,1.0
0.984375,0.984375,0.984375,0.984375,1.0,0.996875,1.0
0.8583333333333333,0.8583333333333333,0.8583333333333333,0.8583333333333333,1.0,1.0,1.0
0.9318181818181818,0.9318181818181818,0.9318181818181818,0.9318181818181818,1.0,1.0,1.0
0.95,0.965625,0.95,0.959375,0.996875,0.996875,0.996875
0.9666666666666668,0.9666666666666668,0.9666666666666668,0.9666666666666668,1.0,0.9976190476190476,1.0
0.9227272727272728,0.9227272727272728,0.9227272727272728,0.9227272727272728,1.0,1.0,1.0
0.90625,0.90625,0.90625,0.90625,0.99375,0.99375,0.996875
0.9476190476190476,0.9476190476190476,0.9476190476190476,0.9476190476190476,0.9976190476190476,0.9976190476190476,0.9976190476190476
0.9673076923076924,0.9673076923076924,0.9673076923076924,0.9673076923076924,1.0,1.0,1.0
0.91875,0.91875,0.91875,0.91875,1.0,0.996875,1.0
0.9428571428571428,0.9452380952380952,0.9428571428571428,0.9428571428571428,1.0,1.0,1.0
0.9365384615384617,0.9461538461538459,0.9346153846153846,0.9442307692307692,1.0,1.0,1.0
0.9564516129032258,0.9564516129032258,0.9564516129032258,0.9564516129032258,1.0,1.0,0.9983870967741936
0.85,0.85,0.85,0.85,1.0,1.0,1.0
0.975,0.975,0.975,0.975,1.0,1.0,1.0
0.9863636363636364,0.9863636363636364,0.9863636363636364,0.9863636363636364,1.0,1.0,1.0
0.990625,0.990625,0.990625,0.990625,1.0,1.0,1.0
0.8916666666666667,0.8916666666666667,0.8916666666666667,0.8916666666666667,1.0,1.0,1.0
0.9454545454545454,0.9454545454545454,0.9454545454545454,0.9454545454545454,1.0,1.0,1.0
0.975,0.975,0.975,0.975,1.0,1.0,1.0
0.9738095238095238,0.9738095238095238,0.9738095238095238,0.9738095238095238,1.0,1.0,1.0
0.9090909090909092,0.9090909090909092,0.9090909090909092,0.9090909090909092,1.0,1.0,1.0
0.928125,0.928125,0.928125,0.928125,1.0,1.0,1.0
0.9523809523809524,0.9523809523809524,0.9523809523809524,0.9523809523809524,1.0,1.0,1.0
0.9634615384615384,0.9634615384615384,0.9634615384615384,0.9634615384615384,1.0,1.0,1.0
0.915625,0.915625,0.915625,0.915625,1.0,1.0,1.0
0.9595238095238096,0.9595238095238096,0.9595238095238096,0.9595238095238096,1.0,1.0,1.0
0.9519230769230768,0.9519230769230768,0.9519230769230768,0.9519230769230768,1.0,1.0,1.0
0.970967741935484,0.970967741935484,0.970967741935484,0.970967741935484,1.0,1.0,1.0
0.75,0.75,0.75,0.75,1.0,1.0,1.0
0.975,0.975,0.975,0.975,1.0,1.0,1.0
0.968181818181818,0.968181818181818,0.968181818181818,0.968181818181818,1.0,1.0,1.0
0.98125,0.98125,0.98125,0.98125,1.0,1.0,1.0
0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,1.0,1.0,1.0
0.9363636363636364,0.9363636363636364,0.9363636363636364,0.9363636363636364,1.0,1.0,1.0
0.971875,0.971875,0.971875,0.971875,1.0,1.0,1.0
0.9785714285714284,0.9785714285714284,0.9785714285714284,0.9785714285714284,1.0,1.0,1.0
0.8681818181818182,0.8681818181818182,0.8681818181818182,0.8681818181818182,1.0,1.0,1.0
0.94375,0.94375,0.94375,0.94375,1.0,1.0,1.0
0.9571428571428572,0.9571428571428572,0.9571428571428572,0.9571428571428572,1.0,1.0,1.0
0.9692307692307692,0.9692307692307692,0.9692307692307692,0.9692307692307692,1.0,1.0,1.0
0.925,0.925,0.925,0.925,1.0,1.0,1.0
0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9285714285714286,1.0,1.0,1.0
0.9615384615384616,0.9615384615384616,0.9615384615384616,0.9615384615384616,1.0,1.0,1.0
0.9661290322580646,0.9661290322580646,0.9661290322580646,0.9661290322580646,1.0,1.0,1.0
0.9,0.9,0.9,0.9,1.0,1.0,1.0
0.975,0.975,0.975,0.975,1.0,1.0,1.0
0.9590909090909092,0.9590909090909092,0.9590909090909092,0.9590909090909092,1.0,1.0,1.0
0.975,0.975,0.975,0.975,1.0,1.0,1.0
0.85,0.85,0.85,0.85,1.0,1.0,1.0
0.9227272727272728,0.9227272727272728,0.9227272727272728,0.9227272727272728,1.0,1.0,1.0
0.984375,0.984375,0.984375,0.984375,1.0,1.0,1.0
0.9738095238095238,0.9738095238095238,0.9738095238095238,0.9738095238095238,1.0,1.0,1.0
0.8909090909090909,0.8909090909090909,0.8909090909090909,0.8909090909090909,1.0,1.0,1.0
0.94375,0.94375,0.94375,0.94375,1.0,1.0,1.0
0.9523809523809524,0.9523809523809524,0.9523809523809524,0.9523809523809524,1.0,1.0,1.0
0.9788461538461538,0.9788461538461538,0.9788461538461538,0.9788461538461538,1.0,1.0,1.0
0.928125,0.928125,0.928125,0.928125,1.0,1.0,1.0
0.9452380952380952,0.9452380952380952,0.9452380952380952,0.9452380952380952,1.0,1.0,1.0
0.9615384615384616,0.9615384615384616,0.9615384615384616,0.9615384615384616,1.0,1.0,1.0
0.970967741935484,0.970967741935484,0.970967741935484,0.970967741935484,1.0,1.0,1.0
0.8,0.8,0.8,0.8,1.0,1.0,1.0
0.9416666666666668,0.9416666666666668,0.9416666666666668,0.9416666666666668,1.0,1.0,1.0
0.9772727272727272,0.9772727272727272,0.9772727272727272,0.9772727272727272,1.0,1.0,1.0
0.98125,0.98125,0.98125,0.98125,1.0,1.0,1.0
0.8583333333333333,0.8583333333333333,0.8583333333333333,0.8583333333333333,1.0,1.0,1.0
0.95,0.95,0.95,0.95,1.0,1.0,1.0
0.98125,0.98125,0.98125,0.98125,1.0,1.0,1.0
0.9761904761904762,0.9761904761904762,0.9761904761904762,0.9761904761904762,1.0,1.0,1.0
0.9045454545454544,0.9045454545454544,0.9045454545454544,0.9045454545454544,1.0,1.0,1.0
0.9375,0.9375,0.9375,0.9375,1.0,1.0,1.0
0.9642857142857144,0.9642857142857144,0.9642857142857144,0.9642857142857144,1.0,1.0,1.0
0.9653846153846154,0.9653846153846154,0.9653846153846154,0.9653846153846154,1.0,1.0,1.0
0.89375,0.89375,0.89375,0.89375,1.0,1.0,1.0
0.9333333333333332,0.9333333333333332,0.9333333333333332,0.9333333333333332,1.0,1.0,1.0
0.9692307692307692,0.9692307692307692,0.9692307692307692,0.9692307692307692,1.0,1.0,1.0
0.9580645161290322,0.9580645161290322,0.9580645161290322,0.9580645161290322,1.0,1.0,1.0
0.8,0.8,0.8,0.8,1.0,1.0,1.0
0.9666666666666668,0.9666666666666668,0.9666666666666668,0.9666666666666668,1.0,1.0,1.0
0.9772727272727272,0.9772727272727272,0.9772727272727272,0.9772727272727272,1.0,1.0,1.0
0.971875,0.971875,0.971875,0.971875,1.0,1.0,1.0
0.8833333333333333,0.8833333333333333,0.8833333333333333,0.8833333333333333,1.0,1.0,1.0
0.9590909090909092,0.9590909090909092,0.9590909090909092,0.9590909090909092,1.0,1.0,1.0
0.965625,0.965625,0.965625,0.965625,1.0,1.0,1.0
0.9809523809523808,0.9809523809523808,0.9809523809523808,0.9809523809523808,1.0,1.0,1.0
0.8772727272727273,0.8772727272727273,0.8772727272727273,0.8772727272727273,1.0,1.0,1.0
0.946875,0.946875,0.946875,0.946875,1.0,1.0,1.0
0.961904761904762,0.961904761904762,0.961904761904762,0.961904761904762,1.0,1.0,1.0
0.975,0.975,0.975,0.975,1.0,1.0,1.0
0.90625,0.90625,0.90625,0.90625,1.0,1.0,1.0
0.95,0.95,0.95,0.95,1.0,1.0,1.0
0.9673076923076924,0.9673076923076924,0.9673076923076924,0.9673076923076924,1.0,1.0,1.0
0.9741935483870968,0.9741935483870968,0.9741935483870968,0.9741935483870968,1.0,1.0,1.0
0.8,0.8,0.8,0.8,1.0,1.0,1.0
0.9916666666666668,0.9916666666666668,0.9916666666666668,0.9916666666666668,1.0,1.0,1.0
0.968181818181818,0.968181818181818,0.968181818181818,0.968181818181818,1.0,1.0,1.0
0.9875,0.9875,0.9875,0.9875,1.0,1.0,1.0
0.825,0.825,0.825,0.825,1.0,1.0,1.0
0.9454545454545454,0.9454545454545454,0.9454545454545454,0.9454545454545454,1.0,1.0,1.0
0.965625,0.965625,0.965625,0.965625,1.0,1.0,1.0
0.9785714285714284,0.9785714285714284,0.9785714285714284,0.9785714285714284,1.0,1.0,1.0
0.9090909090909092,0.9090909090909092,0.9090909090909092,0.9090909090909092,1.0,1.0,1.0
0.953125,0.953125,0.953125,0.953125,1.0,1.0,1.0
0.9642857142857144,0.9642857142857144,0.9642857142857144,0.9642857142857144,1.0,1.0,1.0
0.975,0.975,0.975,0.975,1.0,1.0,1.0
0.915625,0.915625,0.915625,0.915625,1.0,1.0,1.0
0.9333333333333332,0.9333333333333332,0.9333333333333332,0.9333333333333332,1.0,1.0,1.0
0.9653846153846154,0.9653846153846154,0.9653846153846154,0.9653846153846154,1.0,1.0,1.0
0.9516129032258064,0.9516129032258064,0.9516129032258064,0.9516129032258064,1.0,1.0,1.0
0.6,0.6,0.6,0.6,1.0,1.0,1.0
0.9833333333333332,0.9833333333333332,0.9833333333333332,0.9833333333333332,1.0,1.0,1.0
0.9863636363636364,0.9863636363636364,0.9863636363636364,0.9863636363636364,1.0,1.0,1.0
0.9875,0.9875,0.9875,0.9875,1.0,1.0,1.0
0.875,0.875,0.875,0.875,1.0,1.0,1.0
0.95,0.95,0.95,0.95,1.0,1.0,1.0
0.98125,0.98125,0.98125,0.98125,1.0,1.0,1.0
0.9833333333333332,0.9833333333333332,0.9833333333333332,0.9833333333333332,1.0,1.0,1.0
0.9,0.9,0.9,0.9,1.0,1.0,1.0
0.91875,0.91875,0.91875,0.91875,1.0,1.0,1.0
0.9476190476190476,0.9476190476190476,0.9476190476190476,0.9476190476190476,1.0,1.0,1.0
0.971153846153846,0.971153846153846,0.971153846153846,0.971153846153846,1.0,1.0,1.0
0.915625,0.915625,0.915625,0.915625,1.0,1.0,1.0
0.9642857142857144,0.9642857142857144,0.9642857142857144,0.9642857142857144,1.0,1.0,1.0
0.9423076923076924,0.9423076923076924,0.9423076923076924,0.9423076923076924,1.0,1.0,1.0
0.9483870967741936,0.9483870967741936,0.9483870967741936,0.9483870967741936,1.0,1.0,1.0
0.9,0.9,0.9,0.9,1.0,1.0,1.0
0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,1.0,1.0,1.0
0.9727272727272728,0.9727272727272728,0.9727272727272728,0.9727272727272728,1.0,1.0,1.0
0.96875,0.96875,0.96875,0.96875,1.0,1.0,1.0
0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,1.0,1.0,1.0
0.9590909090909092,0.9590909090909092,0.9590909090909092,0.9590909090909092,1.0,1.0,1.0
0.965625,0.965625,0.965625,0.965625,1.0,1.0,1.0
0.9690476190476188,0.9690476190476188,0.9690476190476188,0.9690476190476188,1.0,1.0,1.0
0.9181818181818182,0.9181818181818182,0.9181818181818182,0.9181818181818182,1.0,1.0,1.0
0.921875,0.921875,0.921875,0.921875,1.0,1.0,1.0
0.9642857142857144,0.9642857142857144,0.9642857142857144,0.9642857142857144,1.0,1.0,1.0
0.9788461538461538,0.9788461538461538,0.9788461538461538,0.9788461538461538,1.0,1.0,1.0
0.921875,0.921875,0.921875,0.921875,1.0,1.0,1.0
0.95,0.95,0.95,0.95,1.0,1.0,1.0
0.9557692307692308,0.9557692307692308,0.9557692307692308,0.9557692307692308,1.0,1.0,1.0
0.9725806451612904,0.9725806451612904,0.9725806451612904,0.9725806451612904,1.0,1.0,1.0
0.5,0.55,0.5,0.5,0.65,0.6,0.5
0.725,0.8416666666666667,0.7,0.775,0.9,0.9083333333333332,0.9166666666666666
0.7227272727272728,0.9136363636363636,0.6818181818181818,0.8272727272727273,0.95,0.95,0.9545454545454546
0.83125,0.940625,0.796875,0.925,0.96875,0.96875,0.96875
0.8083333333333333,0.8,0.8083333333333333,0.8,0.9166666666666666,0.9166666666666666,0.9166666666666666
0.6090909090909091,0.5045454545454545,0.6272727272727273,0.55,0.5636363636363636,0.5454545454545454,0.509090909090909
0.5625,0.540625,0.571875,0.553125,0.53125,0.5125,0.659375
0.5595238095238095,0.6714285714285714,0.5595238095238095,0.5928571428571429,0.6952380952380952,0.7142857142857143,0.7309523809523809
0.8454545454545455,0.8454545454545455,0.8454545454545455,0.8454545454545455,0.9454545454545454,0.9545454545454546,0.9545454545454546
0.703125,0.5625,0.70625,0.64375,0.6,0.615625,0.625
0.6309523809523809,0.4928571428571429,0.6261904761904762,0.5666666666666667,0.4976190476190476,0.4857142857142857,0.5214285714285715
0.6019230769230769,0.5403846153846154,0.6057692307692307,0.5884615384615385,0.5269230769230769,0.5403846153846154,0.5730769230769229
0.825,0.825,0.825,0.825,0.965625,0.96875,0.965625
0.7357142857142858,0.6357142857142857,0.7380952380952381,0.6761904761904762,0.6261904761904762,0.6714285714285714,0.7380952380952381
0.6865384615384615,0.5403846153846154,0.6942307692307692,0.6134615384615385,0.5057692307692307,0.5134615384615384,0.5788461538461539
0.6419354838709678,0.5129032258064516,0.6532258064516129,0.5854838709677419,0.5193548387096775,0.5435483870967742,0.5080645161290323
0.6,0.6,0.6,0.6,0.55,0.55,0.7
0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9333333333333332
0.9545454545454546,0.9545454545454546,0.9545454545454546,0.9545454545454546,0.9590909090909092,0.9545454545454546,0.9772727272727272
0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.978125
0.85,0.775,0.85,0.85,0.8333333333333334,0.725,0.9166666666666666
0.65,0.65,0.65,0.65,0.8,0.75,0.6181818181818182
0.7125,0.7125,0.7125,0.7125,0.878125,0.834375,0.7125
0.7619047619047619,0.7619047619047619,0.7619047619047619,0.7619047619047619,0.8928571428571429,0.8571428571428571,0.7928571428571428
0.8409090909090909,0.8,0.8409090909090909,0.8409090909090909,0.9227272727272728,0.8863636363636364,0.9545454545454546
0.753125,0.753125,0.753125,0.753125,0.88125,0.84375,0.6375
0.6976190476190476,0.6976190476190476,0.6976190476190476,0.6976190476190476,0.8928571428571429,0.8619047619047621,0.6285714285714286
0.7173076923076923,0.7173076923076923,0.7173076923076923,0.7173076923076923,0.9153846153846154,0.8884615384615384,0.676923076923077
0.79375,0.765625,0.79375,0.79375,0.940625,0.928125,0.96875
0.7976190476190477,0.7952380952380952,0.7976190476190477,0.7976190476190477,0.9071428571428573,0.8666666666666667,0.7380952380952381
0.7538461538461538,0.7538461538461538,0.7538461538461538,0.7538461538461538,0.8980769230769231,0.875,0.5326923076923077
0.7693548387096775,0.7693548387096775,0.7693548387096775,0.7693548387096775,0.9112903225806452,0.8709677419354839,0.5854838709677419
0.5,0.5,0.5,0.5,0.65,0.55,0.8
0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9583333333333334
0.9545454545454546,0.9545454545454546,0.9545454545454546,0.9545454545454546,0.9545454545454546,0.9545454545454546,0.9636363636363636
0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.98125
0.8583333333333333,0.7833333333333333,0.8583333333333333,0.8583333333333333,0.8916666666666667,0.7916666666666666,0.9166666666666666
0.6636363636363637,0.6636363636363637,0.6636363636363637,0.6636363636363637,0.8545454545454545,0.8045454545454546,0.7045454545454546
0.7125,0.7125,0.7125,0.7125,0.9125,0.896875,0.725
0.7619047619047619,0.7619047619047619,0.7619047619047619,0.7619047619047619,0.9333333333333332,0.9,0.8095238095238095
0.8454545454545455,0.8045454545454546,0.8454545454545455,0.8454545454545455,0.9545454545454546,0.9181818181818182,0.9545454545454546
0.7625,0.7625,0.7625,0.7625,0.9375,0.903125,0.634375
0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.9380952380952379,0.9119047619047621,0.6642857142857143
0.7596153846153846,0.7596153846153846,0.7596153846153846,0.7596153846153846,0.953846153846154,0.928846153846154,0.6865384615384615
0.840625,0.8125,0.840625,0.840625,0.95625,0.934375,0.96875
0.7738095238095238,0.7738095238095238,0.7738095238095238,0.7738095238095238,0.938095238095238,0.9,0.7380952380952381
0.7788461538461539,0.7788461538461539,0.7788461538461539,0.7788461538461539,0.9769230769230768,0.95,0.5634615384615385
0.7661290322580645,0.7661290322580645,0.7661290322580645,0.7661290322580645,0.9596774193548387,0.9387096774193548,0.6790322580645162
0.5,0.5,0.5,0.5,0.5,0.5,0.55
0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.925,0.9166666666666666,0.9166666666666666
0.9545454545454546,0.9545454545454546,0.9545454545454546,0.9545454545454546,0.9545454545454546,0.9545454545454546,0.9636363636363636
0.96875,0.96875,0.96875,0.96875,0.971875,0.96875,0.9875
