rows,cols,vals
36,99,0.00401289377937849
45,99,0.00299509003499575
60,99,0.00322670119738414
68,99,0.00333553504338665
89,99,0.00462329054163986
93,99,0.00361612583337601
3,100,0.00315681373146334
7,100,0.00277231199728961
14,100,0.0049913642736605
16,100,0.00632846953091552
21,100,0.00335933315918714
22,100,0.00317922004902268
26,100,0.00374353439693703
27,100,0.00366599047355967
31,100,0.00437165262416143
34,100,0.00555023747727482
44,100,0.00360831252879553
48,100,0.00425093281243681
52,100,0.00284370625903696
54,100,0.00296431633010251
56,100,0.00328023695065783
59,100,0.00490566748278512
66,100,0.00343356280826818
68,100,0.0028035239149519
69,100,0.0027850734341964
70,100,0.00268802447777444
71,100,0.00484090207666518
72,100,0.00553103140730684
77,100,0.00304400404986178
79,100,0.00529529250806829
80,100,0.00537903298392962
81,100,0.00343872256536419
84,100,0.00418501515529237
87,100,0.00274092771205682
90,100,0.00336110863527288
92,100,0.00471021625368671
95,100,0.00334543487437031
97,100,0.00307114604723328
98,100,0.0030683702166867
9,101,0.00508408490132623
22,101,0.00382488238205929
35,101,0.00311211676876103
36,101,0.00344223570124531
48,101,0.00289373227330583
49,101,0.00350070479406678
51,101,0.00408097971111501
71,101,0.00357425981596679
76,101,0.00387493146149161
83,101,0.002926528714779
90,101,0.00377367583115013
91,101,0.00333794306751906
29,102,0.00312747164255749
48,102,0.00311997275884514
51,102,0.00298028985362255
52,102,0.0034722115885746
58,102,0.00309074104796547
64,102,0.00278187769840929
72,102,0.00277434983162838
84,102,0.00435655099729452
3,103,0.00355481778830608
16,103,0.00314185353384064
22,103,0.00380291921955338
26,103,0.00345799884458389
34,103,0.00320030601271077
35,103,0.00277728006350417
44,103,0.00427242579869749
48,103,0.00306638942119696
51,103,0.00366630810874447
53,103,0.00289683120978675
70,103,0.00271657883233795
71,103,0.00341300843864724
72,103,0.00378968335848427
77,103,0.00521782902102496
84,103,0.00335212657066669
87,103,0.00374727685202964
97,103,0.00329139196574405
98,103,0.00402890891104653
100,103,0.00540857686751708
2,104,0.00491054056756731
9,104,0.00428964163131799
10,104,0.00435320181557571
13,104,0.00301875204526319
16,104,0.0042599112222283
18,104,0.0027501646999944
21,104,0.00401115281516703
27,104,0.00353829648573064
36,104,0.00303117949072516
38,104,0.00270253079818825
44,104,0.00293775606370778
48,104,0.00447482436811355
49,104,0.00295719658792633
51,104,0.00284746923594549
56,104,0.00288452854755532
65,104,0.00370961361305296
76,104,0.0030818120848284
81,104,0.00271416098019051
97,104,0.00377417802531314
2,105,0.00298724680930696
4,105,0.00289599045704296
9,105,0.00341948531200604
10,105,0.00368208752014972
11,105,0.00348232241808999
16,105,0.00372445822601466
30,105,0.00274181692013121
36,105,0.00403873592104405
38,105,0.00342740518143835
42,105,0.00287353258386306
49,105,0.00313549722969768
60,105,0.00281596183540172
61,105,0.00287780692444172
65,105,0.00405584568314308
77,105,0.00271145280333239
86,105,0.00280790640754558
102,105,0.00271190094255564
104,105,0.0047819912956658
13,106,0.00288084963633703
14,106,0.00289307087265681
45,106,0.00350464671498557
59,106,0.00455434465677902
65,106,0.0027799817654868
69,106,0.00321011934194991
70,106,0.00293327888914653
72,106,0.00299978758973745
79,106,0.00307947980344192
82,106,0.00409277068955077
95,106,0.00293380447726937
100,106,0.00274607798104518
105,106,0.00269642247214234
8,108,0.00293396697708425
22,108,0.00299010724265252
44,108,0.00287460796026157
77,108,0.00292267327108892
98,108,0.0028237943556421
103,108,0.00285126997966445
6,109,0.00303779927520142
23,109,0.00285394092033982
26,109,0.00298136251266118
28,109,0.00273713107207745
29,109,0.0039186050474185
32,109,0.00286339989669569
66,109,0.00293674903015876
83,109,0.00364523172849977
89,109,0.00397561763688474
90,109,0.00314871056288316
94,109,0.00378212142519708
96,109,0.00347444178492308
2,110,0.0027405265906785
16,110,0.00337333684942692
27,110,0.00462629001405774
31,110,0.00292893270628687
38,110,0.00309476457961277
39,110,0.00312169079973515
42,110,0.0029032309743771
44,110,0.00295824398246219
54,110,0.00321802384765881
57,110,0.00319066724162481
60,110,0.00286662524617274
71,110,0.00269465371172575
91,110,0.0027123407315788
92,110,0.00346957262429301
93,110,0.00406890853691634
4,111,0.00301012029518361
53,111,0.00361792914852745
57,111,0.00283066318991836
69,111,0.00330763594445089
83,111,0.00452461448551033
84,111,0.00291871879767701
89,111,0.00425576668379715
90,111,0.00355474926540164
101,111,0.0041139146303896
6,112,0.0033991799409133
51,112,0.00328364231378094
54,112,0.00328485050736869
71,112,0.00328932513642813
75,112,0.00321322143188812
83,112,0.0028096471294005
101,112,0.00270142009147314
111,112,0.00288542961751954
2,114,0.00296800821915161
48,114,0.00295048209212393
90,114,0.00270914156879051
7,115,0.00285732009556784
13,115,0.00343016898145112
22,115,0.00333652576509529
33,115,0.00285348531358303
34,115,0.00335866845652995
35,115,0.00339345649643278
80,115,0.00285571586628679
112,115,0.00313562675890091
11,116,0.00323456518158703
28,116,0.00337372052837949
33,116,0.00298879634298216
94,116,0.00320273768456051
6,117,0.00356044369884133
7,117,0.00298966625345445
11,117,0.00282243105179373
15,117,0.00378223637179882
23,117,0.00280861388360349
34,117,0.00299159069874702
36,117,0.00647000853620081
40,117,0.00273339455923606
41,117,0.00320081830277096
45,117,0.00331733855614872
55,117,0.00370597225345179
56,117,0.00349005360741973
69,117,0.00414476194037553
71,117,0.00291567278974307
79,117,0.00361154827559922
80,117,0.00420200101908574
86,117,0.00412295476313043
89,117,0.00593150557443451
90,117,0.00474175613986872
91,117,0.00272249126378732
95,117,0.00302842891184483
96,117,0.00482451733920527
99,117,0.00287534224120177
109,117,0.00296602250526867
111,117,0.00297919522870515
16,118,0.00366953753237288
43,118,0.00327832619896417
71,118,0.00332335984933069
72,118,0.00327090158604871
77,118,0.00309785666098802
80,118,0.00300158656776461
84,118,0.00299909802139131
7,119,0.00355216267884957
15,119,0.00303110815481802
31,119,0.00343418012440055
52,119,0.0031581254359145
55,119,0.00344864629827408
59,119,0.00271277221217053
66,119,0.00273415508742214
69,119,0.00403532799741885
79,119,0.00404543499605403
89,119,0.00273322065880709
92,119,0.00356745442974065
100,119,0.00396858009565185
117,119,0.00277709827868242
8,120,0.00313027601865139
16,120,0.00292368011942826
25,120,0.00326860407812683
40,120,0.00331881639029702
52,120,0.00324147806189872
56,120,0.00324954097346264
75,120,0.00429704922324405
84,120,0.00287995536596365
87,120,0.00330581846527049
102,120,0.00283278675337739
3,121,0.00332709024055712
18,121,0.0027464684773761
26,121,0.00367703313333432
41,121,0.00358771793134793
44,121,0.00335257174812626
51,121,0.00304848238163541
72,121,0.00285433047854383
84,121,0.00388210402304097
87,121,0.00289275494930468
92,121,0.0027751841202447
97,121,0.00312468865863738
100,121,0.00272442443905311
103,121,0.00346685808339234
104,121,0.0035709280538876
22,122,0.00316081151983072
35,122,0.0037341965119414
41,122,0.00335414802586652
95,122,0.0030298308380207
96,122,0.00299184574990435
3,123,0.0036555802935854
6,123,0.00344452754027615
11,123,0.00319786186264471
22,123,0.00403125603722156
35,123,0.00348267507299574
40,123,0.00395119502597318
43,123,0.00271039149687336
51,123,0.0032747426760079
53,123,0.00371228848851254
60,123,0.00331914021353233
63,123,0.00294531177060066
67,123,0.00296406189642308
71,123,0.00521801270803972
76,123,0.00268990413772356
84,123,0.00336224702296569
88,123,0.00314517099228531
96,123,0.00282405244005372
101,123,0.00279266714341391
117,123,0.00351564976044963
2,124,0.00294315117860128
77,124,0.00280558038492432
87,124,0.00293380039817734
104,124,0.00281774851411886
105,124,0.00286897977439521
4,125,0.00290512590415102
14,125,0.00277397284476169
17,125,0.00294899644365726
32,125,0.00345163461004086
45,125,0.00272366092898179
49,125,0.00409645298862605
69,125,0.00289095363755475
70,125,0.00433907114145882
72,125,0.00386802457372418
82,125,0.00377121794747248
105,125,0.00365886772013631
106,125,0.00361971962106831
5,126,0.00327115317401106
16,126,0.00364628321856835
34,126,0.00343014368551877
38,126,0.0028916865304202
39,126,0.0028423258205374
42,126,0.00283371397194784
47,126,0.00343502942265938
48,126,0.00277753827184977
51,126,0.0045486491814752
56,126,0.00438582077278902
58,126,0.00323878527531806
62,126,0.00285973139990853
72,126,0.00462024133239508
86,126,0.00293038864011858
93,126,0.00426557465958982
102,126,0.00386503635261613
120,126,0.00373220963395318
3,127,0.00453373582186727
16,127,0.00392493027785018
21,127,0.00286949566067395
22,127,0.0040681564625407
26,127,0.00292996538983982
27,127,0.00445140863877817
29,127,0.00393019927403655
32,127,0.00279765855052911
33,127,0.00340439880817745
34,127,0.00448898978392284
35,127,0.00456399148983807
39,127,0.00342769532503664
47,127,0.00288662590487532
48,127,0.00341127882430821
49,127,0.00272521024126606
51,127,0.00307575446957443
54,127,0.00532941527318752
56,127,0.00572998934672936
58,127,0.00379779801156714
70,127,0.00330850609508227
71,127,0.00297678727142366
72,127,0.00515110348686134
77,127,0.00322091226764164
79,127,0.00347143116259966
80,127,0.00331692351297093
81,127,0.00359264939939653
84,127,0.00375331511873014
87,127,0.003092514617238
90,127,0.00362097229541097
94,127,0.00268699700204556
95,127,0.00280699706398948
96,127,0.00306664484583836
100,127,0.00610253175636398
101,127,0.0029272990195371
103,127,0.00495659121204649
126,127,0.003150013731411
13,128,0.00293326481298666
38,128,0.00299329231785852
21,129,0.00271302586507387
22,129,0.00412530709464715
26,129,0.00388448373475526
27,129,0.00269545368464806
31,129,0.00283755905573363
35,129,0.00381611564725579
41,129,0.00271050284978345
62,129,0.00315430159051721
74,129,0.00296381942889509
85,129,0.00332973077456012
123,129,0.00300625279277628
61,130,0.00327981011146924
93,130,0.00277724175413815
126,130,0.00269468747260428
7,131,0.00280325138952924
10,131,0.00373467378680198
11,131,0.00474765910019602
21,131,0.0034456723559647
24,131,0.00368404302168726
42,131,0.00397169138222547
43,131,0.00341233364433137
49,131,0.00357798287059331
60,131,0.00317377859262754
62,131,0.00273042620619424
66,131,0.00292696024739646
71,131,0.00282453089764729
77,131,0.00358168039224052
116,131,0.00296803931338586
2,132,0.00342473161953832
3,132,0.00285074657350011
6,132,0.00290014290253335
7,132,0.00289633359151115
9,132,0.0035419872335334
10,132,0.00389901116667291
14,132,0.00338505459768724
15,132,0.00582521343861122
16,132,0.0035038561507346
21,132,0.0029287812638699
27,132,0.00374337348953786
36,132,0.00331076924516671
38,132,0.00406672953867381
45,132,0.00302630493960209
48,132,0.00335610794461986
55,132,0.00280246380668946
56,132,0.00350669898605109
59,132,0.00419434122116152
61,132,0.00279166006476296
66,132,0.00441654867441492
74,132,0.00326429512075895
79,132,0.00285868416535194
80,132,0.00337402438284413
81,132,0.00490737387483465
83,132,0.00388788105130342
86,132,0.00448061228663441
87,132,0.00311767562181548
89,132,0.00300688658867843
90,132,0.00299796582744286
92,132,0.00303343758852292
93,132,0.00306958770175219
100,132,0.00346430339205527
117,132,0.00311099506519625
7,133,0.00324762127431395
11,133,0.0048626869829019
24,133,0.00300175598747719
33,133,0.00349614990185666
34,133,0.00298053405658068
45,133,0.00357684194163463
46,133,0.00363678308860344
59,133,0.00274785112288337
62,133,0.00280462687899842
66,133,0.00423412951919417
71,133,0.00406075441166616
75,133,0.00271066353765651
77,133,0.00315575071610032
80,133,0.00368558880797704
81,133,0.00285021096086683
93,133,0.00282028100618403
118,133,0.00312399224976883
131,133,0.00440066372468007
36,134,0.00276412570407791
41,134,0.00294900217591715
42,134,0.00389418130518461
54,134,0.00335846106289074
56,134,0.00491516014042559
68,134,0.00314745138698268
69,134,0.00411693142024062
74,134,0.00314599189041392
79,134,0.00425997780385929
81,134,0.00346185603361254
95,134,0.00365448987118928
